"KpiId","KpiName","Value","DataType","Period","StartDate","EndDate","CollectionFrequency"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","99.00 Number","Number","2012/2013_Q2","2012-07-01","2012-09-30","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","29.00 Number","Number","2012/2013_Jul","2012-07-01","2012-07-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","32.00 Number","Number","2012/2013_Aug","2012-08-01","2012-08-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","38.00 Number","Number","2012/2013_Sep","2012-09-01","2012-09-30","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","187.00 Number","Number","2012/2013_Q3","2012-10-01","2012-12-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","69.00 Number","Number","2012/2013_Oct","2012-10-01","2012-10-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","54.00 Number","Number","2012/2013_Nov","2012-11-01","2012-11-30","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","64.00 Number","Number","2012/2013_Dec","2012-12-01","2012-12-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","79.00 Number","Number","2012/2013_Jan","2013-01-01","2013-01-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","252.00 Number","Number","2012/2013_Q4","2013-01-01","2013-03-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","78.00 Number","Number","2012/2013_Feb","2013-02-01","2013-02-28","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","95.00 Number","Number","2012/2013_Mar","2013-03-01","2013-03-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","196.00 Number","Number","2013/2014_Q1","2013-04-01","2013-06-30","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","954.00 Number","Number","2013/2014","2013-04-01","2014-03-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","61.00 Number","Number","2013/2014_Apr","2013-04-01","2013-04-30","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","65.00 Number","Number","2013/2014_May","2013-05-01","2013-05-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","70.00 Number","Number","2013/2014_Jun","2013-06-01","2013-06-30","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","230.00 Number","Number","2013/2014_Q2","2013-07-01","2013-09-30","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","69.00 Number","Number","2013/2014_Jul","2013-07-01","2013-07-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","93.00 Number","Number","2013/2014_Aug","2013-08-01","2013-08-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","68.00 Number","Number","2013/2014_Sep","2013-09-01","2013-09-30","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","77.00 Number","Number","2013/2014_Oct","2013-10-01","2013-10-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","276.00 Number","Number","2013/2014_Q3","2013-10-01","2013-12-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","104.00 Number","Number","2013/2014_Nov","2013-11-01","2013-11-30","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","95.00 Number","Number","2013/2014_Dec","2013-12-01","2013-12-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","79.00 Number","Number","2013/2014_Jan","2014-01-01","2014-01-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","252.00 Number","Number","2013/2014_Q4","2014-01-01","2014-03-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","78.00 Number","Number","2013/2014_Feb","2014-02-01","2014-02-28","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","95.00 Number","Number","2013/2014_Mar","2014-03-01","2014-03-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","1094.00 Number","Number","2014/2015","2014-04-01","2015-03-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","104.00 Number","Number","2014/2015_Apr","2014-04-01","2014-04-30","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","306.00 Number","Number","2014/2015_Q1","2014-04-01","2014-06-30","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","107.00 Number","Number","2014/2015_May","2014-05-01","2014-05-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","95.00 Number","Number","2014/2015_Jun","2014-06-01","2014-06-30","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","259.00 Number","Number","2014/2015_Q2","2014-07-01","2014-09-30","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","90.00 Number","Number","2014/2015_Jul","2014-07-01","2014-07-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","87.00 Number","Number","2014/2015_Aug","2014-08-01","2014-08-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","82.00 Number","Number","2014/2015_Sep","2014-09-01","2014-09-30","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","82.00 Number","Number","2014/2015_Oct","2014-10-01","2014-10-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","274.00 Number","Number","2014/2015_Q3","2014-10-01","2014-12-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","103.00 Number","Number","2014/2015_Nov","2014-11-01","2014-11-30","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","89.00 Number","Number","2014/2015_Dec","2014-12-01","2014-12-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","88.00 Number","Number","2014/2015_Jan","2015-01-01","2015-01-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","255.00 Number","Number","2014/2015_Q4","2015-01-01","2015-03-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","79.00 Number","Number","2014/2015_Feb","2015-02-01","2015-02-28","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","89.00 Number","Number","2014/2015_Mar","2015-03-01","2015-03-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","269.00 Number","Number","2015/2016_Q1","2015-04-01","2015-06-30","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","NC","Number","2015/2016","2015-04-01","2016-03-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","91.00 Number","Number","2015/2016_Apr","2015-04-01","2015-04-30","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","93.00 Number","Number","2015/2016_May","2015-05-01","2015-05-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","85.00 Number","Number","2015/2016_Jun","2015-06-01","2015-06-30","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","NC","Number","2015/2016_Q2","2015-07-01","2015-09-30","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","104.00 Number","Number","2015/2016_Jul","2015-07-01","2015-07-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","NC","Number","2015/2016_Aug","2015-08-01","2015-08-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","NC","Number","2015/2016_Sep","2015-09-01","2015-09-30","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","NC","Number","2015/2016_Q3","2015-10-01","2015-12-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","NC","Number","2015/2016_Oct","2015-10-01","2015-10-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","NC","Number","2015/2016_Nov","2015-11-01","2015-11-30","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","NC","Number","2015/2016_Dec","2015-12-01","2015-12-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","NC","Number","2015/2016_Jan","2016-01-01","2016-01-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","NC","Number","2015/2016_Q4","2016-01-01","2016-03-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","NC","Number","2015/2016_Feb","2016-02-01","2016-02-29","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","NC","Number","2015/2016_Mar","2016-03-01","2016-03-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","NC","Number","2016/2017","2016-04-01","2017-03-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","NC","Number","2016/2017_Q1","2016-04-01","2016-06-30","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","NC","Number","2016/2017_Q2","2016-07-01","2016-09-30","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","NC","Number","2016/2017_Q3","2016-10-01","2016-12-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","NC","Number","2016/2017_Q4","2017-01-01","2017-03-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","NA","Number","2018/2019_Apr","2018-04-01","2018-04-30","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","NA","Number","2018/2019","2018-04-01","2019-03-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","NA","Number","2018/2019_Q1","2018-04-01","2018-06-30","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","NA","Number","2018/2019_May","2018-05-01","2018-05-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","NA","Number","2018/2019_Jun","2018-06-01","2018-06-30","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","NA","Number","2018/2019_Jul","2018-07-01","2018-07-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","NA","Number","2018/2019_Q2","2018-07-01","2018-09-30","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","NA","Number","2018/2019_Aug","2018-08-01","2018-08-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","NA","Number","2018/2019_Sep","2018-09-01","2018-09-30","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","NA","Number","2018/2019_Oct","2018-10-01","2018-10-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","NA","Number","2018/2019_Q3","2018-10-01","2018-12-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","NA","Number","2018/2019_Nov","2018-11-01","2018-11-30","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","NA","Number","2018/2019_Dec","2018-12-01","2018-12-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","NA","Number","2018/2019_Jan","2019-01-01","2019-01-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","NA","Number","2018/2019_Q4","2019-01-01","2019-03-31","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","NA","Number","2018/2019_Feb","2019-02-01","2019-02-28","Monthly"
"DOMV8a","Domestic Violence Incidents Level - Standard Risk","NA","Number","2018/2019_Mar","2019-03-01","2019-03-31","Monthly"
